# HTTrack Website Copier Cookie File
# This file format is compatible with Netscape cookies
public-api.wordpress.com	TRUE	/wp-admin/rest-proxy/	FALSE	1999999999	wp_api	8dd75a940e109b6fedc77fc7db4befed
keisan.site	TRUE	/	FALSE	1999999999	SameSite	None
www.ripplex.com	TRUE	/	FALSE	1999999999	CONCRETE	76lo62v8t951cmqhnp25032un3
donate.wikimedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
donate.wikimedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
donate.wikimedia.org	TRUE	/	FALSE	1999999999	WMF-Uniq	OYLNgfVSpjls_qRV72zoMgKQAAAAAFvdT_m7R0jXPjraa5EBoqXqn47GEWqUtyWx
donate.wikimedia.org	TRUE	/	FALSE	1999999999	SameSite	None
en.wikipedia.org	TRUE	/	FALSE	1999999999	CentralAuthAnonTopLevel	1
auth.wikimedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
auth.wikimedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
auth.wikimedia.org	TRUE	/	FALSE	1999999999	WMF-Uniq	mq16bPTO8CjrIeGfaUFLYAKQAAEBAFvdPtAMKMkH7bvs5hw1108kMEOcA2ka4fEu
ca.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ca.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ca.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
fr.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
fr.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
fr.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
it.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
it.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
it.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
he.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
he.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	24e
he.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
he.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ro.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ro.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	67b
ro.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ro.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ru.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ru.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ru.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
uk.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
uk.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
uk.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ur.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ur.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	683
ur.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ur.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
zh.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
zh.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
zh.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
www.wikidata.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
.wikidata.org	TRUE	/	FALSE	1999999999	WMF-Last-Access-Global	18-Oct-2025
.wikidata.org	TRUE	/	FALSE	1999999999	GeoIP	IL:TA:Ramat_Gan:32.08:34.81:v4
www.wikidata.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
.wikidata.org	TRUE	/	FALSE	1999999999	WMF-Uniq	4eQha7dDZeJgkQ9DvrhmTAKQAAEBAFvd9SO99ys10Q85iis6umHpdmLRNZqBGWEa
www.wikidata.org	TRUE	/	FALSE	1999999999	SameSite	None
en.wikibooks.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
.wikibooks.org	TRUE	/	FALSE	1999999999	WMF-Last-Access-Global	18-Oct-2025
.wikibooks.org	TRUE	/	FALSE	1999999999	GeoIP	IL:TA:Ramat_Gan:32.08:34.81:v4
en.wikibooks.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
en.wikiversity.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
.wikiversity.org	TRUE	/	FALSE	1999999999	WMF-Last-Access-Global	18-Oct-2025
en.wikiversity.org	TRUE	/	FALSE	1999999999	WMF-DP	ef0
.wikiversity.org	TRUE	/	FALSE	1999999999	GeoIP	IL:TA:Ramat_Gan:32.08:34.81:v4
en.wikiversity.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
.wikiversity.org	TRUE	/	FALSE	1999999999	WMF-Uniq	ZoZ8lywsclDQaARt-AQ2NAKQAAAAAFvd1fuVs0Z-yvzRGebSVm4-jNfEET8_5hx7
en.wikiversity.org	TRUE	/	FALSE	1999999999	SameSite	None
www.weblio.jp	TRUE	/	FALSE	1999999999	JSESSIONID	DD605A13B1FF1794C323503E61A38083
ar.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ar.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ar.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ast.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ast.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	404
ast.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ast.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
gn.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
gn.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	7ae
gn.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
gn.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
zh-min-nan.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
zh-min-nan.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	ca2
zh-min-nan.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
zh-min-nan.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
bcl.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
bcl.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	91e
bcl.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
bcl.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
bar.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	a6d,961
bo.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
bo.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	aed
bo.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
bo.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
br.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
br.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	a13
br.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
br.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ca.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	bb8,102
cs.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
cs.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	f89
cs.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
cs.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
et.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
et.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	fa0
et.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
et.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
es.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
es.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	af5
es.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
es.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
eo.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
eo.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	c16
eo.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
eo.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
fa.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
fa.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	5dc
fa.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
fa.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
fr.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	3ce,044
gd.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
gd.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	ed5
gd.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
gd.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
gl.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
gl.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	5fb
gl.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
gl.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ko.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ko.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	2ea
ko.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ko.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
haw.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
haw.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	0d4
haw.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
haw.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
hr.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
hr.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	60e
hr.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
hr.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
id.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
id.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	602
id.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
id.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
ia.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
ia.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	c31
ia.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
ia.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
it.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	e40,bf2
lt.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
lt.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	c83
lt.wikipedia.org	TRUE	/	FALSE	1999999999	NetworkProbeLimit	0.001
lt.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
hu.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-Last-Access	18-Oct-2025
hu.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	bdd
no.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	049
sc.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	5d5
vi.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	1d8
iba.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	61a
en.wikibooks.org	TRUE	/	FALSE	1999999999	WMF-DP	d6a,e8a
.wikibooks.org	TRUE	/	FALSE	1999999999	WMF-Uniq	p0ujWKKbgdA0ZxMB7wwv5gKQAAEBAFvdMU__MqiT8S97rHguddve3dq8oYY9W6Yr
en.wikibooks.org	TRUE	/	FALSE	1999999999	SameSite	None
en.wikipedia.org	TRUE	/	FALSE	1999999999	WMF-DP	397,e6d,5d0,550,693,a70,f52,ce4,2e7
auth.wikimedia.org	TRUE	/	FALSE	1999999999	authSession	6upcvtm6j51leii70cbaep6m6bvrbeog
auth.wikimedia.org	TRUE	/	FALSE	1999999999	SameSite	None
en.wikipedia.org	TRUE	/	FALSE	1999999999	enwikiSession	r4oecosqkjg5urtn6ivropluqtc18rv1
en.wikipedia.org	TRUE	/	FALSE	1999999999	SameSite	None
youtube.com	TRUE	/	FALSE	1999999999	__Secure-ROLLOUT_TOKEN	COHN8LjQmc6KlwEQjLq8vcqtkAMY59bW2s-tkAM%3D
.youtube.com	TRUE	/	FALSE	1999999999	VISITOR_INFO1_LIVE	ixr-W1LcgIE
www.youtube.com	TRUE	/	FALSE	1999999999	SameSite	none
.youtube.com	TRUE	/	FALSE	1999999999	VISITOR_PRIVACY_METADATA	CgJJTBIEGgAgDw%3D%3D
www.youtube.com	TRUE	/	FALSE	1999999999	SameSite	none
.linkedin.com	TRUE	/	FALSE	1999999999	bcookie	v=2&c6e9337c-65c2-40b4-866d-1989907d22ad"
.www.linkedin.com	TRUE	/	FALSE	1999999999	bscookie	v=1&20251018112508e963c91a-c737-4d4d-88b6-e829fc819c41AQEiVIEqoQ4wYTQXKgGx8JfMK7fw990a"
.linkedin.com	TRUE	/	FALSE	1999999999	__cf_bm	9_laLmN6RXDVut.qCqdDEmn1CopIRyyoOQLi3xUuq8Q-1760786709-1.0.1.1-XL4BWkK7b3b0gueX9fYfSO03hOaKp.EKsx40BrwiHjQiqgzcSWpw9AkJrUzSsoxosleXMNMK.KN2UVSFSpLCc_a6_S2GPjrAiGYafxPXcb0
www.linkedin.com	TRUE	/	FALSE	1999999999	SameSite	None
.google.com	TRUE	/	FALSE	1999999999	NID	525=UUwg9j6B1CSjGoePIWO6PRhKK1oRUOuOq-S_98XgmjwrLTde1i3Dbd8urVlnuyn4T26c2t-GaZotPYXxVmWBfowD299kh2M0vOJbPC4UfstDcHt4Rv3jSXrnhsMXVPuCY9FjV9SVIoCHfVbGHNh7yaZKh4aWeuD9bTaL-6KjzPfVRZcbLzX_iLPa8tW5wDcNGVFy5Pr5U1YyfEO91HPtinYDPYr45wU1O_6-mN7WprnUvK_39tZDL8AxOhE0
support.google.com	TRUE	/	FALSE	1999999999	SameSite	none
www.japanese.io	TRUE	/	FALSE	1999999999	express:sess	eyJ0b2tlbiI6IjhkYjc3ODQ1Mjc1MzQ2MzZhMjk2MzI0M2JmZmY0NmQwIiwibm93SW5Ib3VycyI6NDg5MTA3fQ==
www.japanese.io	TRUE	/	FALSE	1999999999	express:sess.sig	B9q-1W3Zn_J4a4cKUsdS5WlhLXs
www.japanese.io	TRUE	/	FALSE	1999999999	samesite	none

